[Algeria] (25 players)
  Miro Muheim                    | # 2 | CB   | Hamburger SV
  Silvan Widmer                  | # 3 | CB   | Mainz 05
  Nico Elvedi                    | # 4 | CB   | Borussia Mönchengladbach
  Denis Zakaria                  | # 6 | CM   | Monaco
  Breel Embolo                   | # 7 | ST   | Rennes
  Remo Freuler                   | # 8 | CM   | Bologna
  Johan Manzambi                 | # 9 | CM   | SC Freiburg
  Dan Ndoye                      | #11 | ST   | Nottingham Forest
  Yvon Mvogo                     | #12 | GK   | Lorient
  Ricardo Rodriguez              | #13 | CB   | Real Betis
  Ardon Jashari                  | #14 | CM   | Milan
  Djibril Sow                    | #15 | CM   | Sevilla
  Christian Fassnacht            | #16 | ST   | Young Boys
  Rubén Vargas                   | #17 | ST   | Sevilla
  Eray Cömert                    | #18 | CB   | Valencia
  Michel Aebischer               | #20 | CM   | Pisa
  Marvin Keller                  | #21 | GK   | Young Boys
  Fabian Rieder                  | #22 | CM   | FC Augsburg
  Aurèle Amenda                  | #24 | CB   | Eintracht Frankfurt
  Luca Jaquez                    | #25 | CB   | VfB Stuttgart
  Cedric Itten                   | #26 | ST   | Fortuna Düsseldorf

[Tunisia] (25 players)
  Mouhib Chamakh                 | # 1 | GK   | Club Africain
  Ali Abdi                       | # 2 | CB   | Nice
  Montassar Talbi                | # 3 | CB   | Lorient
  Omar Rekik                     | # 4 | CB   | Maribor
  Adem Arous                     | # 5 | CB   | Kasımpaşa
  Dylan Bronn                    | # 6 | CB   | Servette
  Elias Achouri                  | # 7 | ST   | Copenhagen
  Elias Saad                     | # 8 | ST   | Hannover 96
  Hazem Mastouri                 | # 9 | ST   | Dynamo Makhachkala
  Ismaël Gharbi                  | #11 | CM   | FC Augsburg
  Mortadha Ben Ouanes            | #12 | CB   | Kasımpaşa
  Rani Khedira                   | #13 | CM   | Union Berlin
  Khalil Ayari                   | #14 | CM   | Paris Saint-Germain
  Hadj Mahmoud                   | #15 | CM   | Lugano
  Aymen Dahmen                   | #16 | GK   | CS Sfaxien
  Ellyes Skhiri                  | #17 | CM   | Eintracht Frankfurt
  Rayan Elloumi                  | #18 | ST   | Vancouver Whitecaps FC
  Firas Chaouat                  | #19 | ST   | Club Africain
  Yan Valery                     | #20 | CB   | Young Boys
  Mohamed Amine Ben Hamida       | #21 | CB   | Espérance de Tunis
  Sabri Ben Hessen               | #22 | GK   | Étoile du Sahel
  Moutaz Neffati                 | #23 | CB   | IFK Norrköping
  Raed Chikhaoui                 | #24 | CB   | US Monastir
  Anis Ben Slimane               | #25 | CM   | Norwich City
  Sebastian Tounekti             | #26 | CM   | Celtic

[Turkey] (24 players)
  Mert Günok                     | # 1 | GK   | Fenerbahçe
  Zeki Çelik                     | # 2 | CB   | Roma
  Merih Demiral                  | # 3 | CB   | Al-Ahli
  Çağlar Söyüncü                 | # 4 | CB   | Fenerbahçe
  Salih Özcan                    | # 5 | CM   | Borussia Dortmund
  Orkun Kökçü                    | # 6 | CM   | Beşiktaş
  Kerem Aktürkoğlu               | # 7 | ST   | Fenerbahçe
  Arda Güler                     | # 8 | ST   | Real Madrid
  Deniz Gül                      | # 9 | ST   | Porto
  Hakan Çalhanoğlu               | #10 | CM   | Inter Milan
  Kenan Yıldız                   | #11 | ST   | Juventus
  Eren Elmalı                    | #13 | CB   | Galatasaray
  Abdülkerim Bardakcı            | #14 | CB   | Galatasaray
  Ozan Kabak                     | #15 | CB   | TSG Hoffenheim
  İsmail Yüksek                  | #16 | CM   | Fenerbahçe
  İrfan Can Kahveci              | #17 | ST   | Kasımpaşa
  Mert Müldür                    | #18 | CB   | Fenerbahçe
  Yunus Akgün                    | #19 | ST   | Galatasaray
  Barış Alper Yılmaz             | #21 | ST   | Galatasaray
  Kaan Ayhan                     | #22 | CM   | Galatasaray
  Uğurcan Çakır                  | #23 | GK   | Galatasaray
  Oğuz Aydın                     | #24 | ST   | Fenerbahçe
  Samet Akaydin                  | #25 | CB   | Çaykur Rizespor
  Can Uzun                       | #26 | ST   | Eintracht Frankfurt

[United States] (22 players)
  Matt Turner                    | # 1 | GK   | New England Revolution
  Sergiño Dest                   | # 2 | CB   | PSV Eindhoven
  Auston Trusty                  | # 6 | CB   | Celtic
  Giovanni Reyna                 | # 7 | CM   | Borussia Mönchengladbach
  Weston McKennie                | # 8 | CM   | Juventus
  Ricardo Pepi                   | # 9 | ST   | PSV Eindhoven
  Christian Pulisic              | #10 | ST   | Milan
  Miles Robinson                 | #12 | CB   | FC Cincinnati
  Tim Ream                       | #13 | CB   | Charlotte FC
  Sebastian Berhalter            | #14 | CM   | Vancouver Whitecaps FC
  Cristian Roldan                | #15 | CM   | Seattle Sounders FC
  Alex Freeman                   | #16 | CB   | Villarreal
  Malik Tillman                  | #17 | CM   | Bayer Leverkusen
  Maximilian Arfsten             | #18 | CB   | Columbus Crew
  Haji Wright                    | #19 | ST   | Coventry City
  Folarin Balogun                | #20 | ST   | Monaco
  Timothy Weah                   | #21 | ST   | Marseille
  Mark McKenzie                  | #22 | CB   | Toulouse
  Joe Scally                     | #23 | CB   | Borussia Mönchengladbach
  Matt Freese                    | #24 | GK   | New York City FC
  Chris Brady                    | #25 | GK   | Chicago Fire FC
  Alejandro Zendejas             | #26 | ST   | América

[Uruguay] (26 players)
  Sergio Rochet                  | # 1 | GK   | Internacional
  José María Giménez             | # 2 | CB   | Atlético Madrid
  Sebastián Cáceres              | # 3 | CB   | América
  Ronald Araújo                  | # 4 | CB   | Barcelona
  Manuel Ugarte                  | # 5 | CM   | Manchester United
  Rodrigo Bentancur              | # 6 | CM   | Tottenham Hotspur
  Nicolás de la Cruz             | # 7 | CM   | Flamengo
  Federico Valverde              | # 8 | CM   | Real Madrid
  Darwin Núñez                   | # 9 | ST   | Al-Hilal
  Giorgian de Arrascaeta         | #10 | CM   | Flamengo
  Facundo Pellistri              | #11 | ST   | Panathinaikos
  Santiago Mele                  | #12 | GK   | Monterrey
  Guillermo Varela               | #13 | CB   | Flamengo
  Agustín Canobbio               | #14 | CM   | Fluminense
  Emiliano Martínez              | #15 | CM   | Palmeiras
  Mathías Olivera                | #16 | CB   | Napoli
  Matías Viña                    | #17 | CB   | River Plate
  Brian Rodríguez                | #18 | ST   | América
  Rodrigo Aguirre                | #19 | ST   | UANL
  Maximiliano Araújo             | #20 | CM   | Sporting CP
  Federico Viñas                 | #21 | ST   | Oviedo
  Joaquín Piquerez               | #22 | CM   | Palmeiras
  Fernando Muslera               | #23 | GK   | Estudiantes
  Santiago Bueno                 | #24 | CB   | Wolverhampton Wanderers
  Juan Manuel Sanabria           | #25 | CM   | Real Salt Lake
  Rodrigo Zalazar                | #26 | CM   | Braga

[Uzbekistan] (25 players)
  Utkir Yusupov                  | # 1 | GK   | Navbahor Namangan
  Khojiakbar Alijonov            | # 3 | CB   | Pakhtakor
  Farrukh Sayfiev                | # 4 | CB   | Neftchi Fergana
  Rustam Ashurmatov              | # 5 | CB   | Esteghlal
  Akmal Mozgovoy                 | # 6 | CM   | Pakhtakor
  Otabek Shukurov                | # 7 | CM   | Baniyas
  Jamshid Iskanderov             | # 8 | CM   | Neftchi Fergana
  Odiljon Hamrobekov             | # 9 | CM   | Tractor
  Jaloliddin Masharipov          | #10 | CM   | Esteghlal
  Oston Urunov                   | #11 | CM   | Persepolis
  Abduvohid Nematov              | #12 | GK   | Nasaf
  Sherzod Nasrullaev             | #13 | CB   | Nasaf
  Eldor Shomurodov               | #14 | ST   | İstanbul Başakşehir
  Umar Eshmurodov                | #15 | CB   | Nasaf
  Botirali Ergashev              | #16 | GK   | Neftchi Fergana
  Dostonbek Khamdamov            | #17 | CM   | Pakhtakor
  Abdulla Abdullaev              | #18 | CB   | Dibba
  Azizjon Ganiev                 | #19 | CM   | Al Bataeh
  Azizbek Amonov                 | #20 | ST   | Dinamo Samarqand
  Igor Sergeev                   | #21 | ST   | Persepolis
  Abbosbek Fayzullaev            | #22 | CM   | İstanbul Başakşehir
  Sherzod Esanov                 | #23 | CM   | Bukhara
  Bekhruz Karimov                | #24 | CB   | Surkhon Termiz
  Avazbek Ulmasaliev             | #25 | CB   | AGMK
  Jakhongir Urozov               | #26 | CB   | Dinamo Samarqand

